Tweets,good,bad
 is there a competing platform for you that does better on these metrics,0,1
" one trick i use a lot is to imagine as vividly as i can that whoever it is just did the opposite of whatever my first impression of them said to expect unless i have something to go on other than ""gut said so"" or the situation is super dangerous",0,1
i'm gonna turn a time machine into a dolorian,0,1
i'm at pg 180 out of 515 of the python data science handbook 🙏,1,0
 it’ll be the isle of dr moreau and i’ll be a cat woman,0,1
these things i should do with a focus on ml and that with a continued focus on improving thinking eg by integrating these ideas with systems thinking judgment and decision theory: that nexus is where i want to be,0,1
 i might sell my place quit my cushy academic job for some other one and move to a place where i don't yet speak the language,0,1
 yeah julia seems amazing,0,1
 something interesting will happen soon-ish,1,0
"  ""if you use the method above the probability of picking the best of the bunch increases significantly to 37 percent — not a sure bet but much better than random""

https://tco/i63vybffcv",0,1
"3/ i know that i can't be in this ideal state but i can aspire toward it by trying to see a situation from as many perspectives as possible so (among other things) i put on virtue deontological and utilitarian ""hats"" to see what each says about a situation",0,1
  that makes sense it seems like so much boils down to the “everything looks like a nail if you’re a hammer” problem…,0,1
 well i've written massive amounts of horrible code; i guess all i have to do now is push it to github,0,1
 plz no reply-guying is my life 😭,0,1
   i’ll give it some thought,0,1
 it’s reliable: i trained it on tons of nymph and dwarf data for some reason it will repeatedly tell u to invest in the glass slipper market; just ignore that,0,1
" of course julia galef popped into my head and i'm like ""hell yeah they do"" 😂",0,1
" this book is like that thing you know you shouldn’t eat but you’re up at 2 am eating it anyway:

dracula vs hitler https://tco/wfmreztiz0",0,1
 it's true that there's an opportunity cost to spending time on criticisms at the same time spending time to consider the criticisms of people whose worldviews are inimical to one's own has value i should probably write about this at some point in the blog lots to unpack,0,1
this came today; i’m gonna study the hell out of it https://tco/xghjh2q8wg,1,0
 you're a misaligned ag-eye,0,1
i was thinking that maybe it’s because i tried to use them like twitter that i didn’t have as good an experience…,0,1
" finding an enjoyable process is how i work with this issue like i sucked at latin for at least a year but i read fun silly books watched fun youtube videos made up games etc

fun powers my learning engine (oh that cheezy whiz cringe so good)",0,1
  all the different quantities are derivable from any of the thermodynamic potentials but the gibbs free energy is especially useful because conditions of constant temp and pres are common,0,1
" except that's impossible because to the question ""honey do you think we should have kids"" i prolly would've thrown myself out the window",0,1
i will never accept being old even if i finally get so old that eating people for suggesting that i'm old becomes unjust,0,1
 gifted in making huel puns that’s it that’s my reason,0,1
" i thought you were gonna say ""least favourite x-men"" 😅",1,0
  this looks cool,0,1
this brain handles like a shopping cart can i have another one please,0,1
i’m still into the ai alignment idea but worried mightily about funding,0,1
1/ distancing is often useful for thinking about a decision more rationally (see eg https://tco/zzo0eu3rbx ); to do it u can imagine that:,0,1
it is volcano hot in here but i was raised in ga so bring it on,0,1
 all moral axioms are equivalent to the axiom of choice :-|,0,1
 maybe just invite all the ea systems peeps to contribute articles that’d be fun,0,1
 but this is how it translates into my mind: https://tco/ey21lormql,0,1
" i decided that i need to get better at this too so i set up a lemonade stand dealy on the side of the road and wrote ""decision support $2"" on the front",0,1
   i’m feeling this is plausible on some level,0,1
 i have no words; i’m so sorry that’s your situation,0,1
  it warms my heart whenever someone loves on the math instead of hatin’ on it,0,1
  yes 👍,0,1
   i think i'd find a job like that tolerable it sounds kind of like my present job but w/out the terrible aspects (teaching grading) ideally i'd want something at least potentially highly impactful,0,1
 pretty badass - did he somehow possess ghost rider and wolverine,0,1
" i wonder how the book i’ve been studying stacks up

an invitation to applied category theory: seven sketches in compositionality https://tco/jgh84wau56",0,1
 i luv those units: mp fkn hr :),0,1
"1/ so what does someone do for a living who: 

- can unravel anything no matter how many equations it has amost no matter how badly written it may be and explain it to almost anyone but who

- is unwilling to teach even one person who is there to check a box",1,0
what does it say about me that i have crushes on cute twitter mascots,1,0
 yes i'll admit that it has the fun and romantic factor i'll even pretend it's all true temporarily kinda like how i'll pretend that the gods of olympus exist and 5 million other things because it's fun,0,1
  hey it’s my other fav book on decision making :d,0,1
 i’d love to follow someone who tweets about multidisciplinarity,0,1
if u guyz see any likely failure modes for me plz let me know the plan is to do &amp; write about decision making related projects using r python and sql until near the end of spring; then start applying to positions as a decision scientist (&amp; whatever else seems to fit),0,1
