Number of Likes,Tweets
2,"green lights stress me because they are always about to turn yellow

red lights stress me because they are always about to turn green"
3,"a disease i've noticed presenting in many academics: write 1800 pg book for grad students and put the word ""introduction"" in the title"
7,someone plz tell me that i will escape new jersey and academia and that i won't end up working at dunkin donuts
1, to be wrong in thinking you have a proof of p would be to show prov(p) while p is in fact false but that's impossible by assumption so p is true i think that's the best i can do without going and studying godel's theorem 😅
10,i want to lodge a complaint: my only tolerable moments these days are spent in flow state where there's no time at all and in some ways it's as if i didn't exist: i want to just sit here be self-aware *and* be happy dammit (see i can do this if i'm being cuddled up real good)
2, i would be a pretty decent fighter :)
1,  awwww
1, ah yes and agreed (my phone keeps telling me that i have fat fingers too which greatly offends me)
2, also huelmiliating
4,when u remember that u know how to make things other than grilled cheese sandwiches
2, that'd figure always had a crush on storm
1,"i re-wrote the ""hire me"" page deciding that i want to focus mostly on individuals (because i find that most rewarding); i changed the prices based on feedback from here and desire to be practically affordable for that population

any thoughts

https://tco/8auhwoks1w"
2,  i wanna be a eurobuddy too i’m working on it real hard
0,"7/ the analysis provides two different frequency measures for word occurences one being the probability of a word appearing in a given topic area and another (called ""lift"") that divides that probability by that word's overall frequency in the document"
1," this feels like that scene in alice in wonderland where the cheshire cat tells alice that she’s mad

at any rate i know people who know people who have cardboard boxes i can borrow"
1,  i want to work at this too
3,  this is the enlightened view of cuddling that we need ❤️
1, this is good i mean bad
1, also the line “i’ll show you my weltanschauung if you show me yours 😏” doesn’t go over as well as i thought it would
3, ha ha i still think bayesians was the right call
6, tpot https://tco/enyeagekkf
1, i didn’t know what a botec was so i looked it up and saw that it’s a fermi estimate; i was like “hi old friend”
1," i find it kinda hard even to find people whose ideas of causality work the same way as mine 😅

eg astrology manifesting etc are no-goes in my weltanschauung"
6,wanting human connection that i'm not going to get right now and dragging myself away from twitter kicking and screaming
5,you guys wanna here me speaking latin here ya go: https://tco/wix3jxa5ao
2,  except my own versions because the roman versions were um well assholes
2," nah not always; i just let it sort of float off into the cosmos

when i say no to something big i use the crappy sandwich technique to soften the blow: say positive thing say no say positive thing i try to say positive things that are truthful"
3,  i want an easy mode too
0, i kant
1, it seems they didn’t like that the word for beard is barba and i wonder if barbarian just meant bearded guyz
1, a million dollars would add quite a bit of value to my life
1,trying to decide whether “i want us to create a viable system consisting of you and me” is a romantic thing to say :-|
1, three things: (1) i know what ur talking about (2) mine was totally straight up about just y = ax + b (3) all my fancy tricks are still down to y = ax + b fr fr 😅
0, i hate it when that happens
1, actually no there are events sometimes where people text in real time i've just never gone to any
1, they just make a sore pinky toe
1,3/ when i'm looking for ways to solve a problem my mind goes to the systems approaches i run through the systems paradigms (https://tco/xlyytiw94d) and see what the situation looks like from those angles and then make a tentative decision about what to do next
0, [la] paterae volantēs intergalaxicaeque rōmānae
9,"me to self: everything's gonna be alright

little logician in head: probably for a while

me to logician: ok well u just keep that on file meanwhile sticking with everything going to be alright"
28," trick 1: i tell myself ""i'll just do 5 min and i can stop if i want""; usually i end up going for like 1-2 hours

trick 2: i built some things into my identity like being multilingual ""this is who i am"" has worked for me"
5,what i want ai to do is get out of bed for me in the morning
4, i want to travel back in time and argue the writers of star trek into the ground about spock being the model of rationality
