,Unnamed: 0,Tweets
2100,2100," i’m the same way i just wrote key words/phrases and then went to the library and read extensively about those things internet is amazing too these days : )

no one should be lecturing more than 20 min straight (including me)"
1840,1840, nanowrimo but all in tweets :|
1009,1009, i’d have just assumed that their phone worked like mr fusion from back to the future
1494,1494, damn maybe i should move to berlin
2297,2297,pretty sure i’m breaking some law of nature because i look younger close up
2945,2945,"  *an* ea cause :)

especially bad-fighting power couples"
3463,3463, yup breaking bad :-|
253,253,after exercising i could swear my head looks inflated :|
1411,1411, or as i'm afraid that it might be
2612,2612,"omg so many ""women are bad at math"" and ""women believe in astrology"" tweets ouch man ouch killing me over here"
2415,2415,  sometimes i use “focus like a laser beam”
3155,3155, i prefer the batman skylight myself but smoke signal i can totally get down with too
1390,1390,  i'm not sure what u are talking about but it's true that i have no cleavage and am semi-dangerous
2684,2684, and then there's me eating gruel while thinking of huel
1768,1768,crushing on cate blanchett that's normal right
2668,2668, that’s frege’n funny 😂
3597,3597, sometimes i just think i followed someone but am mistaken and notice it a while later 😳
3265,3265,  i gotta remember that…
2184,2184, okay i'll attempt it for the next movie after batman 2022 :)
2264,2264," apparently a scottish guy but i'm pretty sure i didn't know that 

https://tco/22gyzi7s4v"
3328,3328, before i switched to a password manager i had a made-up system that generated what looked like nonsense but really followed rules that allowed me to recreate my password for any site
1052,1052,  same here i suppose but somehow linux would be involved :-|
2625,2625, twitter sporadically devours my offhand otter-related comments :-|
683,683,  i wanna be a eurobuddy too i’m working on it real hard
3949,3949, there was an attractive force between the toilet and all the shitposting
1771,1771, like seriously i already told twitter every last thought i ever had like 3 weeks ago and now i just recycle
13,13,i mean my brain is an intel 486 so why not
3710,3710,    i used to be obsessed with formal logic and making mathematical models of reasoning; those methods can be very powerful otoh the stuff from judgment and decision theory i’ve found way more practically useful
1712,1712,decided to say more based stuff
1421,1421," i thought you were gonna say ""least favourite x-men"" 😅"
2940,2940,pretty sure i get randomly possessed by 
1703,1703,orthonormal means having average teeth
89,89,"""there is a sense in which y"" can be weasely but can also deflect nitpickers; maybe we can have the deflecting w/out the weaseling by saying something like ""one useful way of thinking about x is y"""
557,557,1/ okay so we've got a csv file about ps4 game sales; to look at it in sqlite we can do this: https://tco/16ifauzvpc
1766,1766,fighting 🔥 with 🔥 here
847,847,at least i enjoy spending my time on ml and systems thinking there's that
3718,3718,okay everybody i opened up the shop doors; i'm also taking pro bono cases when possible for just causes that lack funding
255,255, i wake up late af but boy do i hustle so mid here
3819,3819,i now have business cards https://tco/kfkmdzrs55
2385,2385, 0 to 100 was like giving birth for me man 😅
3487,3487, that trying to engineer your own beliefs in order to be happy will cause unpredictable ripple effects
2219,2219,and then there's hand waving something something people are born in different seasons has an effect something do people not see how different that is from stars exerting heavenly influence
2630,2630,when you buy a thingie for a thing and then the thing happens and you can't find the thingie
3273,3273, oy i'd really rather not see that guy in my feed
1578,1578, in the before times i used to chat lots of peeps up this way i found small interactions w/strangers to be often meaningful nonetheless
142,142,yesterday i was telling my friend about ea and she was like “it’s not a cult is it” 😅
3211,3211, victor richter 😅
3499,3499,"  so many people say “use your gut it’s never wrong” 😅

yeah prefrontal cortex who needs you"
3516,3516, also i ❤️ animal crossing
3923,3923,"  yet unbeknownst to all the lot
qualy lightbulb calls the shots"
692,692, i am also sleepy a lot i think i might be undead
1893,1893, and when the function causes u to fly straight upward from ur seat and out the sunroof we shall agree to call it an ejection
922,922,i’ve written 1000s of lines of fortran 90 but i wouldn’t wanna even be tested on that
3237,3237, believe carefully
2562,2562,if i weren't gay i'd be so macaskilled (am a little anyway)
527,527, yes every day and also about how the writers are possibly the worst of all time
3092,3092,  yup my abs are just like that :-|
641,641, frankly i have no life
2449,2449, my model includes diminishing marginal returns and has a multidimensional effing around landscape :-|
3512,3512,4/ but it's also important to remember that sometimes it's better to simply factor in uncertainty than to try to reduce it after all it takes resources (including time) to reduce uncertainties and the gain in certainty that we can hope to achieve is not always worth it
3102,3102, i choose my structuring processes this way: https://tco/13qruu152z
1680,1680, aristotle would be pleased :)
104,104, the wave functions of the particles involved would overlap more and more but i guess really i’d say the concept of touch is scale-dependent: it doesn’t make sense to me if we’re talking about a bunch of quantum fields
3931,3931, recklessly pursuing agi = bad sushi
841,841, it appears to be written in lewis carrollian
580,580,i've been informed that i need to work extra hard overtime tweeting bangers and that i won't be receiving any pay for it yeah ok fine i'll do it but for humanity :|
1856,1856, another sign that i am among my people
